관리청명,적설취약구간명,시점 위도,시점 경도,종점 위도,종점 경도,도로분류명,도로취약유형명,총도로길이_km
경상북도 칠곡군 건설과,군도5호선,36.0409331,128.4513187,36.0287507,128.4695519,군도,기타,2.4
경상북도 칠곡군 건설과,군도4호선,36.0541521,128.4145578,36.0390064,128.4431102,군도,기타,3.7
경상북도 칠곡군 건설과,농도306호선,36.0495029,128.4708799,36.0522916,128.470965,농어촌도로,기타,0.4
경상북도 칠곡군 북삼읍,리도203호,36.0529471,128.3208694,36.0436741,128.3081039,농어촌도로,기타,1.5
경상북도 칠곡군 북삼읍,리도303호선,36.0548169,128.3134213,36.0514463,128.3104891,농어촌도로,기타,0.6
경상북도 칠곡군 가산면,리도(207),36.0396254,128.5189626,36.0338015,128.5100865,농어촌도로,기타,1.14
경상북도 칠곡군,군도10호선,36.0642188,128.5473846,36.0750868,128.6039998,군도,기타,10.6
경상북도 칠곡군,군도 32호선,36.0533269,128.5953964,36.0406934,128.6126437,군도,기타,3.1
경상북도 칠곡군,군도 9호선,36.0629119,128.6087642,36.0612893,128.6301065,군도,기타,2.3
경상북도 칠곡군 건설과,군도6호선,36.0004152,128.5247404,36.0104794,128.5051523,군도,기타,2
경상북도 칠곡군,군도21,36.0312527,128.3621257,36.0249812,128.3222774,군도,급경사,5.5
경상북도 칠곡군,군도,36.0242154,128.3616336,36.0114229,128.3498706,군도,기타,2
경상북도 칠곡군,31호선,36.0199863,128.6303802,35.9948429,128.5900245,군도,고갯길,2
경상북도 칠곡군,3호선,36.0737895,128.4242907,36.0496816,128.5131533,군도,고갯길,2
경상북도 칠곡군,군도 33호선,36.0595873,128.6124631,36.0358308,128.6227075,군도,기타,4
경상북도 칠곡군 건설과,군도20호선,36.0246506,128.5535688,36.0161775,128.5734278,군도,기타,2.4
경상북도 칠곡군,군도3호선,36.0613131,128.4846938,36.0539473,128.4942232,군도,기타,1.6
경상북도 칠곡군 건설과,군도31호선,36.0033652,128.5937267,36.0091582,128.591483,군도,기타,0.7
경상남도 합천군,지방도 1026,35.533051,127.9938103,35.5148399,127.9673376,지방도,터널,3.6
충청남도 공주시,매산동길,36.4706852,127.1370615,36.4688634,127.1349821,농어촌도로,고갯길,7
경상북도 칠곡군 건설과,리도205호선,36.0100692,128.6025493,36.012445,128.6096547,농어촌도로,기타,0.8
서울특별시 마포구,성산로,37.5682676,126.905751,37.568751,126.90487,시도,지하차도,0.16
경상북도 칠곡군 건설과,면도101호선,36.0001399,128.6040768,35.9968426,128.6100791,농어촌도로,기타,0.65
인천광역시 남동구,백범로,37.4676131,126.7047111,37.4660328,126.7102103,위임국도,고가도로,0.6
인천광역시 강화군 도로과,알프스모텔,37.7076583,126.4810673,37.7094146,126.4822173,군도,급커브,1.5
서울특별시 강남구,봉은사로,37.5048971,127.0247794,37.5088178,127.037727,시도,기타,1.3
서울특별시 노원구,공릉로46길,37.6269311,127.0791811,37.6279717,127.0847928,구도,급경사,0.55
서울특별시 동대문구 건설교통국 도로과,전농동204-108~196-5,37.5801039,127.0545909,37.5804964,127.0549027,구도,급경사,0.03
충청북도 영동군,군도2호선,36.2126605,127.7999375,36.2072188,127.8169916,군도,고갯길,4
서울특별시 강남구,헌릉로,37.4642292,127.1005025,37.4642969,127.0933869,시도,기타,0.6
서울특별시 성동구,한림말3길,37.5437875,127.0155501,37.5423736,127.0159183,구도,급경사,0.13
서울특별시 강남구,테헤란로,37.4986087,127.0278976,37.5032113,127.0414915,시도,기타,1.5
서울특별시 동대문구 건설교통국 도로과,휘경동369,37.5890412,127.05759,37.5890412,127.05759,구도,급경사,0.04
서울특별시 동대문구 건설교통국 도로과,답십리동 75-24,37.5730237,127.0606387,37.5730237,127.0606387,구도,급경사,15
울산광역시 중구,북부순환도로,35.5569614,129.284409,35.5604617,129.3002555,시도,고갯길,1.5
서울특별시 강남구,도산대로,37.5167142,127.0202132,37.5217258,127.0333751,시도,기타,1.5
경기도 시흥시,시도9호선,37.4001258,126.7921178,37.4007203,126.7928771,시도,교차로,0.5
경상북도 포항시 북구,도시계획도로,36.0339904,129.3556235,36.0453158,129.34358,시도,고갯길,1.5
서울특별시 동대문구 건설교통국 도로과,답십리동990~4-73,37.5693096,127.0601869,37.5699133,127.0628026,구도,급경사,0.27
충청남도 천안시,백석로,36.8186802,127.1506147,36.8186217,127.1481982,지방도,기타,0.8
서울특별시 동대문구 건설교통국 도로과,이문동 264-375~264-248,37.598248,127.0543269,37.5984727,127.056324,구도,급경사,0.2
충청남도 홍성군,군도4호,36.6149693,126.6148464,36.6174096,126.6321833,군도,급경사,1.3
서울특별시 동대문구 도시건설국 도로과,홍릉로24길,37.5878356,127.0431134,37.5886215,127.0473057,구도,급경사,0.05
강원특별자치도 태백시,35번국도,37.2164,128.9874,1,1,일반국도,고갯길,27.1
강원특별자치도 도로관리사업소 도로보수과,지방도408호,37.8884234,128.0963267,37.8929593,128.0874512,지방도,고갯길,1.2
경상남도 통영시,면도102호선,34.8984,128.357,34.8956,128.352,농어촌도로,기타,0.6
부산광역시 사상구,엄궁로,35.1242313,128.9667269,1,1,일반국도,고갯길,1.4
서울특별시 도로사업소 성동도로사업소 도로보수과,동호로,37.5425562,127.0172211,37.5449214,127.0169841,특별시도·광역시도,램프,0.3
제주특별자치도 제주시,마을안길,33.3567725,126.2977912,33.3607345,126.2982701,지방도,기타,0.9
경상북도 포항시 남구 송도동,이면도로,36.0337538,129.3723263,36.0329463,129.3721425,시도,기타,0.2
전라남도 신안군,면도 101번,34.8374364,126.3620322,34.8361,126.3645002,농어촌도로,고갯길,0.33
충청남도 아산시,거산지구,36.6612283,126.9869853,36.6612283,126.9869853,농어촌도로,고갯길,0.5
서울특별시 성북구,장위로,37.6171318,127.0450666,37.61767,127.0459205,구도,고갯길,0.13
경상남도 도로관리사업소 도로보수과,지방도 1077호선,35.5628339,128.7653054,35.5824886,128.8307122,지방도,고갯길,8.1
충청남도 논산시,국도23,36.2367659,127.0350699,36.2348796,127.0345877,일반국도,교량,0.27
제주특별자치도 제주시,마을안길,33.4114551,126.3828615,33.4097372,126.3791336,지방도,기타,1
경상남도 도로관리사업소 도로보수과,지방도 1051호선,35.4914661,128.9274859,35.4629763,128.9627464,지방도,고갯길,7.5
경상남도 도로관리사업소,58호선,35.0500955,127.9576087,35.0504388,127.9583283,위임국도,고갯길,0.5
경기도 고양시 도로건설사업소 도로관리과,삼송로,37.66139,126.89396,37.66139,126.89396,시도,고갯길,1
인천광역시 미추홀구,수봉북로,37.4654431,126.6633649,37.4616185,126.6626467,구도,급경사,0.2
경상남도 김해시,국도14호선,35.2960919,128.763578,35.2699583,128.8593502,일반국도,급경사,1
경상남도 창원시 성산구 건설과,토월지하차도,35.2305736,128.695473,35.2299726,128.6957631,시도,지하차도,1
서울특별시 성동구,옥수동 보은사,37.5407139,127.0110554,37.5393366,127.0115758,구도,급경사,0.4
제주특별자치도 제주시,이면도로,33.4816529,126.4446198,33.4816529,126.4446198,지방도,기타,1
서울특별시 성북구,정릉로,37.6044273,127.0087605,37.6028762,127.0105408,구도,고갯길,0.3
제주특별자치도 제주시,이면도로,33.480279,126.44514,33.480279,126.44514,지방도,기타,1
서울특별시 도봉구,시루봉로1길,37.6535946,127.0226751,37.6542074,127.0229199,구도,고갯길,0.05
서울특별시 은평구,연서로,37.6444464,126.9394392,37.6504507,126.9366069,시도,고갯길,0.3
서울특별시 마포구,서강로18길,37.5539377,126.9351845,37.5536851,126.9354196,구도,고갯길,0.02
부산광역시 남구,진남로166~진남로166번길10-9,35.1411944,129.0790684,35.1414626,129.0803942,구도,급경사,0.2
경기도 수원시 권선구,구운동,37.2762992,126.9733867,37.2762992,126.9733867,시도,기타,0.24
경기도 수원시 권선구,구운동,37.2766385,126.9781214,37.2766385,126.9781214,시도,기타,0.12
부산광역시 연제구 거제4동,해맞이로,35.1822698,129.0668028,35.1831895,129.066235,구도,급경사,0.12
경기도 수원시 권선구,삼천병마로1570번,37.2431796,126.9664903,37.2439751,126.9673097,시도,기타,0.2
서울특별시 동작구,서달로,37.5015252,126.960095,37.4987379,126.959644,구도,고갯길,1.7
서울특별시 종로구,명륜길,37.5899367,126.9936411,37.5911356,126.9929574,구도,급경사,0.16
부산광역시 부산진구,엄광로(엄광로 263-6 ~ 신암로135번길 36),35.15452,129.03897,35.15189,129.04823,지방도,고갯길,1.3
경기도 수원시 권선구,오목천동 ,37.2541513,126.9626509,37.2494943,126.9653356,시도,기타,0.6
서울특별시 은평구,은평터널로,37.5926239,126.9069595,37.5955088,126.9087809,구도,고갯길,0.7
부산광역시 사하구,낙동남로,35.1064715,128.9619682,35.1062619,128.9620451,지방도,램프,0.3
제주특별자치도 제주시,마을안길,33.954971,126.3328843,33.954971,126.3328843,지방도,기타,1
부산광역시 사상구,지방도,35.1859057,129.0037214,1,1,일반국도,고갯길,0.8
인천광역시 미추홀구,수봉북로,37.4653114,126.6636827,37.4623898,126.662432,구도,고갯길,0.5
인천광역시 연수구,경원대로,37.4037747,126.6792874,37.4102869,126.6855409,시도,고가도로,0.6
인천광역시 연수구,독배로,37.4309788,126.6462838,37.4292747,126.6457047,구도,고갯길,0.4
광주광역시 남구,서문대로,35.106633,126.8822162,35.1138763,126.87186,지방도,고가도로,1.5
광주광역시 북구,운용로,35.173114,126.8892881,35.1766528,126.896901,지방도,급경사,0.5
대전광역시 동구,신상로,36.3542863,127.4708744,36.3558155,127.4688226,지방도,터널,0.13
울산광역시 동구,방어진순환로,35.5104194,129.4032286,35.4939801,129.4089556,시도,고갯길,2
경기도 시흥시,시도1호선,37.4422101,126.7762934,37.4435713,126.7776707,시도,고가도로,0.5
경기도 시흥시,국도77호선,37.3415915,126.6958018,37.3343475,126.6882222,일반국도,고가도로,0.86
경기도 시흥시,시도9호선,37.3824879,126.7719056,37.3825015,126.7716436,시도,교차로,0.7
경기도 시흥시,시도7호선,37.3723419,126.7904133,37.3690035,126.7883674,시도,고갯길,1
경기도 양평군,지방도349호선,37.536876,127.7476151,37.497642,127.7483449,지방도,고갯길,4.2
강원특별자치도 춘천시,군도8호선,37.974961,127.787208,37.969786,127.788774,군도,고갯길,1.9
강원특별자치도 춘천시,군도10호선,37.920771,127.941283,37.911628,127.929551,군도,고갯길,2.1
강원특별자치도 도로관리사업소 태백지소,국지28호,37.3690228,129.0007907,37.4052423,129.056573,지방도,고갯길,12
제주특별자치도 서귀포시,이면도로,33.2412646,126.3862665,33.2412646,126.3862665,지방도,기타,1
강원특별자치도 도로관리사업소,지방도444호,37.8182028,128.2104053,37.8025138,128.2138279,지방도,고갯길,1.9
충청북도 충주시,호수로(충주댐방면),37.0100349,127.9835797,36.9737565,127.9828503,군도,급경사,7.2
충청북도 충주시,군도12호선(동량),37.002752,128.0621762,37.0193773,128.0268823,군도,급경사,8.2
충청남도 서산시,시도10,36.871724,126.4079018,36.8749163,126.3793747,시도,고갯길,2
서울특별시 서초구,서초대로 65길,37.4963053,127.0207123,37.4985436,127.0156133,구도,고갯길,0.52
서울특별시 강남구,강남대로146길,37.514514,127.0203196,37.5148569,127.0210108,구도,급경사,0.07
서울특별시 강남구,논현로145길,37.5158904,127.0243114,37.5166058,127.0255274,구도,급경사,0.18
경상북도 상주시,군도20호선,36.3940247,127.9718964,36.4196936,128.0032628,군도,고갯길,1.2
국토교통부 부산지방국토관리청 진주국토관리사무소,국도14호선,34.8654083,128.4232828,34.8587,128.4357,일반국도,기타,1.4
경상남도 밀양시,구. 국도,35.5315637,128.8501934,35.5394787,128.8483189,농어촌도로,고갯길,1
제주특별자치도 제주시,이면도로,33.4841109,126.4917304,33.4841109,126.4917304,지방도,기타,1
경상남도 도로관리사업소,1010호선,34.9299031,128.2991634,34.928964,128.2906916,지방도,기타,0.5
경상남도 도로관리사업소,국도3호,35.42767,127.90395,35.41448,127.89689,일반국도,고갯길,1
제주특별자치도 서귀포시,이면도로,33.331753,126.798003,33.331753,126.798003,지방도,기타,1
경기도 양주시,국지도56호선,37.8384134,127.1100871,37.843757,127.1156953,지방도,고갯길,1.3
세종특별자치시,미리내로,36.5187937,127.2637102,36.5234042,127.2666717,시도,급커브,0.2
경상남도 김해시,중로3-33호선,35.2488185,128.8731376,35.2484615,128.8757444,시도,급경사,0.3
세종특별자치시 도로관리사업소,대첩로,36.5948649,127.2830419,36.5947232,127.2863954,시도,고갯길,0.3
서울특별시 도로사업소 남부도로사업소 도로보수과,동작대로,37.5152923,126.9828334,37.5160931,126.9809465,시도,램프,0.2
국토교통부 대전지방국토관리청 논산국토관리사무소 도로안전운영과,39,36.4636892,126.9502807,36.4666344,126.9479055,일반국도,터널,0.4
경상남도 함양군,"마을안길, 인도 등",35.570334,127.7051818,35.570334,127.7051818,군도,기타,0
울산광역시 남구,남산로,35.5488191,129.3071388,35.5463282,129.2843961,시도,급커브,2.4
강원특별자치도 속초시,떡밭재로,38.1848626,128.5817077,38.1635927,128.5863601,시도,고갯길,2.5
서울특별시 도로사업소 남부도로사업소 도로보수과,동작대로,37.5048919,126.9799078,37.5043554,126.9782794,시도,램프,0.2
제주특별자치도 제주시,인도,33.5010615,126.5200861,33.5010615,126.5200861,지방도,기타,1
제주특별자치도 제주시,도시계획도로,33.4881461,126.596822,33.4881461,126.596822,지방도,기타,1
제주특별자치도 제주시,마을안길,33.5048073,126.5121072,33.5048073,126.5121072,지방도,기타,1
제주특별자치도 서귀포시,이면도로,33.3977136,126.8939504,33.3977136,126.8939504,지방도,기타,1
서울특별시 관악구,성현로(구암중학교),37.4925332,126.9487847,37.4925332,126.9487847,구도,기타,1
제주특별자치도 제주시,마을안길,33.5091009,126.5133125,33.5091009,126.5133125,지방도,기타,1
서울특별시 서초구 안전건설교통국 도로과,효령로20길,37.479599,126.9911466,37.480102,126.9924905,구도,급경사,0.4
경상남도 도로관리사업소 진주지소,밤티재로(지방도1089호),35.6291936,127.9618449,35.592299,127.9590888,지방도,고갯길,4.7
제주특별자치도 제주시,이면도로,33.5127042,126.525091,33.5127042,126.525091,지방도,기타,1
서울특별시 서초구 안전건설교통국 도로과,방배로20길,37.4861283,126.99752,37.4851925,126.9956278,구도,급경사,0.29
